timestamp	time		fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
37:55.6	572067613	34	TRUE	7	537.2548	336.6388	524.6467	383.9973	20.6636	577.609	323.4486	577.7935	378.9222	21.4771	0.2868	0.4446	496.9006	349.8289	471.5001	389.0723	19.8501	0.4366	0.4489
37:55.6	572067647	227	TRUE	7	529.7125	370.5013	525.4846	382.8835	20.705	581.3652	356.864	577.8506	377.2537	21.7273	0.2868	0.4448	478.0597	384.1385	473.1186	388.5132	19.6827	0.4366	0.4491
37:55.9	572067874	181	TRUE	7	516.1632	378.1782	524.8063	381.7935	20.9955	549.4781	384.5765	575.5272	374.9362	21.8776	0.2869	0.4455	482.8483	371.7799	474.0854	388.6508	20.1134	0.4367	0.4496
37:56.1	572068055	374	TRUE	7	534.2759	380.9651	522.4907	384.6584	21.33825	577.6945	391.0134	575.0392	377.6096	22.1764	0.2867	0.4458	490.8574	370.9169	469.942	391.7072	20.5001	0.4364	0.4498
37:56.4	572068429	520	TRUE	7	527.371	386.9732	520.7805	385.7516	21.3454	580.2242	403.689	571.8658	383.5513	22.2653	0.2887	0.4463	474.5177	370.2573	469.6951	387.952	20.4255	0.4381	0.4509
37:56.9	572068949	148	FALSE	7	-878.2327	284.7043	-853.9822	294.6877	22.63225	-556.4861	261.9138	-558.0361	269.0717	23.5541	0.2847	0.4456	-1199.9794	307.4947	-1149.9281	320.3038	21.7104	0.434	0.4504
37:57.1	572069097	148	FALSE	7	-645.9529	312.588	-645.9529	312.588	22.73145	-417.0812	256.4985	-417.0812	256.4985	23.5973	0.2847	0.4453	-874.8246	368.6775	-874.8246	368.6775	21.8656	0.4342	0.4501
37:57.2	572069245	181	FALSE	7	-635.2588	382.4192	-658.0884	352.2341	22.9869	-261.2512	372.1437	-335.0968	320.7163	23.3901	0.2847	0.4458	-1009.2664	392.6946	-981.08	383.752	22.5837	0.434	0.4504
37:57.4	572069426	115	FALSE	7	-706.0701	353.0622	-578.4579	355.4109	22.30735	-421.767	275.8359	-295.5107	315.5822	22.4636	0.2837	0.4456	-990.3732	430.2885	-844.1783	402.9337	22.1511	0.4333	0.4502
37:57.5	572069541	67	FALSE	7	-546.3068	384.7822	-599.3903	358.5935	22.06635	-137.4724	360.9891	-137.4724	360.9891	22.3352	0.2838	0.4458	-955.1412	408.5753	-955.1412	408.5753	21.7975	0.4331	0.4502
37:57.6	572069608	45	FALSE	7	-622.0884	348.9573	-622.0884	348.9573	21.7505	-297.5938	312.9303	-211.6054	349.1382	22.1973	0.2838	0.4457	-946.5829	384.9844	-917.3484	401.5273	21.3037	0.4333	0.4501
37:57.7	572069653	35	FALSE	7	-552.4003	353.452	-587.2	351.2075	21.76935	-354.0175	293.0191	-247.7299	334.9219	22.1377	0.2838	0.4457	-750.783	413.8848	-861.6402	405.6359	21.401	0.4335	0.4502
37:57.7	572069688	34	FALSE	7	-698.9707	315.895	-624.5561	339.3904	21.8537	-407.3119	258.2829	-280.5144	319.2247	21.86	0.2839	0.4456	-990.6295	373.5071	-894.0002	397.5268	21.8474	0.4335	0.4501
37:57.7	572069722	44	FALSE	7	-568.5559	367.5023	-610.5295	346.4391	22.16375	-224.6055	326.657	-224.6055	326.657	22.3958	0.2842	0.4457	-912.5063	408.3477	-897.8162	399.671	21.9317	0.4336	0.4503
37:57.8	572069766	35	FALSE	7	-686.8732	296.8289	-626.0245	336.3746	21.56485	-425.3864	237.6372	-425.3864	237.6372	21.6231	0.2841	0.4455	-948.36	356.0205	-948.36	356.0205	21.5066	0.4337	0.4501
37:57.8	572069801	34	TRUE	7	-617.1784	318.4803	-624.6395	333.2459	21.8369	-399.9041	254.5426	-412.629	246.1007	21.9715	0.2841	0.4455	-834.4526	382.4179	-834.4526	382.4179	21.7023	0.4338	0.4502
37:57.8	572069835	34	TRUE	7	-666.6082	331.5424	-630.9232	332.8966	21.61855	-368.8159	258.9466	-397.9409	250.4152	22.0765	0.284	0.4456	-964.4005	404.1381	-899.5094	393.2919	21.1606	0.4335	0.4503
37:57.9	572069869	44	TRUE	7	-698.8391	348.3916	-639.9503	334.8321	21.86855	-436.7531	279.0426	-407.6587	257.663	21.8065	0.2837	0.4457	-960.9251	417.7406	-920.1786	401.4945	21.9306	0.4334	0.4503
37:57.9	572069913	35	TRUE	7	-634.1819	334.325	-639.5474	334.7267	21.73185	-314.6786	346.5939	-388.7804	275.7867	22.1938	0.2837	0.4459	-953.6853	322.0561	-928.7904	381.5025	21.2699	0.4332	0.4499
37:57.9	572069948	34	FALSE	7	-711.8303	321.7412	-711.8303	321.7412	21.7529	-389.5	265.0378	-389.5	265.0378	22.0567	0.2835	0.4456	-1034.1605	378.4447	-950.3651	380.7955	21.4491	0.4331	0.45
37:58.0	572069982	33	FALSE	7	-702.9879	296.9471	-702.9879	296.9471	21.41465	-520.222	220.2717	-520.222	220.2717	21.9424	0.2834	0.4454	-885.7538	373.6225	-885.7538	373.6225	20.8869	0.4332	0.4499
37:58.0	572070015	45	FALSE	7	-761.6146	318.778	-732.3387	307.8765	21.31685	-481.701	229.4628	-500.937	224.8732	21.6463	0.2835	0.4454	-1041.5282	408.0931	-1041.5282	408.0931	20.9874	0.4332	0.45
37:58.1	572070060	35	FALSE	7	-749.2825	281.2178	-738.0604	298.971	20.77375	-540.8789	205.3155	-514.2748	218.334	21.0801	0.2835	0.4453	-957.686	357.12	-999.5536	382.5741	20.4674	0.4333	0.4498
37:58.1	572070095	34	FALSE	7	-677.7426	314.7228	-722.9048	302.9239	21.0863	-474.704	293.0261	-504.3204	237.1547	21.971	0.2836	0.4456	-880.7812	336.4195	-959.7234	367.0806	20.2016	0.4334	0.4498
37:58.1	572070129	45	FALSE	7	-516.4662	280.1712	-680.939	298.3117	20.4961	-333.965	271.4611	-469.6884	244.2201	21.2078	0.2837	0.4456	-698.9673	288.8814	-893.7482	347.2652	19.7844	0.4335	0.4498
37:58.2	572070174	35	FALSE	7	-556.7411	378.0122	-556.7411	378.0122	21.05245	-352.2998	313.072	-352.2998	313.072	21.2568	0.2837	0.4458	-761.1825	442.9524	-866.2679	366.5039	20.8481	0.4334	0.4503
37:58.2	572070209	218	FALSE	7	-615.8694	331.9395	-615.8694	331.9395	20.6395	-344.3957	285.0236	-344.3957	285.0236	20.9604	0.2837	0.4457	-887.343	378.8554	-887.343	378.8554	20.3186	0.4333	0.45
37:58.4	572070427	77	FALSE	7	-673.325	273.8907	-673.325	273.8907	21.04595	-464.7395	264.2127	-464.7395	264.2127	21.8063	0.2832	0.4454	-881.9105	283.5688	-881.9105	283.5688	20.2856	0.433	0.4495
37:58.5	572070504	328	FALSE	7	-663.9933	268.311	-651.7209	265.291	21.25865	-376.6573	233.2383	-453.1009	236.9403	21.5226	0.2832	0.4453	-951.3293	303.3837	-834.6966	298.6335	20.9947	0.4328	0.4495
37:58.8	572070832	147	FALSE	7	-661.2014	337.2505	-661.2014	337.2505	21.4949	-398.2669	295.2712	-398.2669	295.2712	21.9956	0.2831	0.4458	-924.1358	379.2299	-885.9704	324.3461	20.9942	0.4328	0.4499
37:59.0	572070979	193	FALSE	7	-565.6461	261.8587	-614.1974	304.5348	21.04835	-362.4311	231.9758	-375.3922	261.7155	21.7954	0.2831	0.4453	-768.861	291.7416	-839.8716	334.0591	20.3013	0.4329	0.4494
37:59.2	572071172	295	FALSE	7	-618.0347	320.262	-618.0347	320.262	20.64945	-357.9547	285.6644	-357.9547	285.6644	21.128	0.2832	0.4459	-878.1147	354.8596	-866.6837	323.761	20.1709	0.4329	0.45
37:59.5	572071467	182	FALSE	7	-424.0228	385.1277	-542.1462	338.5854	21.31815	-242.8503	361.453	-311.5403	294.4895	22.2992	0.2827	0.4464	-605.1954	408.8023	-829.5963	381.3123	20.3371	0.4324	0.4503
37:59.6	572071649	294	FALSE	7	-619.0547	348.8927	-610.7515	323.1362	21.58745	-364.6234	305.6137	-341.5283	295.5126	22.1369	0.2827	0.4465	-873.486	392.1717	-852.1419	356.3454	21.038	0.4322	0.4506
37:59.9	572071943	34	FALSE	7	499.8644	431.0601	151.7609	403.5526	21.75315	559.1227	425.4551	250.6532	380.7108	21.9583	0.2859	0.4467	440.6061	436.665	-328.4861	411.9744	21.548	0.4352	0.4507
38:00.0	572071977	44	FALSE	7	442.6597	390.1083	226.407	400.2682	21.63685	477.7738	352.3268	309.0402	373.7211	21.9351	0.2859	0.4466	407.5456	427.8898	407.5456	427.8898	21.3386	0.4353	0.4509
38:00.0	572072021	35	FALSE	7	488.7701	423.1587	281.1353	404.9803	21.59975	484.7741	369.9672	345.9436	373.0496	21.6553	0.2861	0.4468	492.766	476.3502	492.766	476.3502	21.5442	0.4356	0.4514
38:00.1	572072056	34	FALSE	7	530.9402	424.0579	530.9402	424.0579	21.76395	576.574	397.8991	576.574	397.8991	22.0714	0.2867	0.4468	485.3065	450.2167	489.0315	463.2668	21.4565	0.436	0.4512
38:00.1	572072090	44	FALSE	7	568.6055	436.5607	568.6055	436.5607	21.52705	591.0358	428.5154	591.0358	428.5154	21.6698	0.2869	0.4467	546.1752	444.6059	508.1541	456.9979	21.3843	0.4363	0.4511
38:00.1	572072134	35	FALSE	7	510.8163	411.1411	539.6741	423.8347	21.35165	580.3606	417.583	585.6914	423.0423	21.2652	0.2869	0.4465	441.272	404.6991	491.3524	443.7662	21.4381	0.4362	0.4508
38:00.2	572072169	33	FALSE	7	554.8951	407.7118	544.7203	418.416	21.39015	578.4401	389.4857	583.255	411.7999	21.6481	0.287	0.4463	531.3503	425.9378	499.4261	440.034	21.1322	0.4365	0.4507
38:00.2	572072202	35	FALSE	7	527.9288	408.6918	540.4678	415.9266	21.30535	558.0178	402.8344	576.8734	409.4889	21.8124	0.287	0.4463	497.8399	414.5492	499.1835	435.5643	20.7983	0.4366	0.4506
38:00.2	572072237	44	FALSE	7	524.9741	399.1992	537.2826	412.4861	20.96165	583.4626	398.6921	578.1602	407.2434	21.3388	0.2872	0.4462	466.4855	399.7062	494.3781	430.121	20.5845	0.4366	0.4505
38:00.3	572072281	34	TRUE	7	542.4988	437.243	538.1138	416.6442	21.04155	589.3674	424.6048	580.0406	410.1425	21.3503	0.2873	0.4461	495.6302	449.8813	494.4965	432.5023	20.7328	0.4367	0.4507
38:00.3	572072315	35	TRUE	7	537.0447	388.7924	537.916	412.524	20.50165	572.6278	346.0622	578.9408	400.6636	20.7767	0.2873	0.4457	501.4615	431.5225	495.2776	432.2526	20.2266	0.4368	0.4505
38:00.3	572072350	44	TRUE	7	526.8895	381.0008	536.4398	408.3462	20.1447	595.2426	396.5884	581.0508	399.9904	20.6337	0.2874	0.4459	458.5364	365.4131	491.3163	424.9613	19.6557	0.4369	0.4503
38:00.4	572072394	-572072394	TRUE	7	535.6116	388.9392	536.289	405.9479	20.22905	564.1531	363.0854	579.0811	395.5198	20.4749	0.2874	0.4458	507.0699	414.793	492.7809	423.7056	19.9832	0.437	0.4505
